,key,titulo,entidad,url,edicion,af,escala,clave_carta,datum,iin,upc,imagen,siglas,absoluto,dominio,folder,extension,datos_abiertos,clave,peso,origen,web,control,url.valor,url.target,url.estilo,adicional.estilo,tipo,id,formato_orden
506,889463851530,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A49c3,Ciudad de México,/app/biblioteca/ficha.html?upc=889463851530,2021,,1:10 000,e14a49c3,ITRF08 Época 2010.0,False,889463851530,/img/ico/ico_bil.png,MB,,,,bil,,3,52.61,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463851530_b.zip,_blank,,margin-right:10px;,Terreno,889463851530_506,0
520,889463851547,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A49c4,Ciudad de México,/app/biblioteca/ficha.html?upc=889463851547,2021,,1:10 000,e14a49c4,ITRF08 Época 2010.0,False,889463851547,/img/ico/ico_bil.png,MB,,,,bil,,3,49.98,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463851547_b.zip,_blank,,margin-right:10px;,Terreno,889463851547_520,0
22,889463846475,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A38f2,México,/app/biblioteca/ficha.html?upc=889463846475,2020,,1:10 000,e14a38f2,,False,889463846475,/img/ico/ico_bil.png,MB,,,,bil,,3,56.83,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463846475_b.zip,_blank,,margin-right:10px;,Terreno,889463846475_22,0
36,889463846499,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A38f4,México,/app/biblioteca/ficha.html?upc=889463846499,2020,,1:10 000,e14a38f4,,False,889463846499,/img/ico/ico_bil.png,MB,,,,bil,,3,55.27,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463846499_b.zip,_blank,,margin-right:10px;,Terreno,889463846499_36,0
50,889463846512,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A39a2,México,/app/biblioteca/ficha.html?upc=889463846512,2020,,1:10 000,e14a39a2,,False,889463846512,/img/ico/ico_bil.png,MB,,,,bil,,3,42.16,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463846512_b.zip,_blank,,margin-right:10px;,Terreno,889463846512_50,0
64,889463846529,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A39a3,México,/app/biblioteca/ficha.html?upc=889463846529,2020,,1:10 000,e14a39a3,,False,889463846529,/img/ico/ico_bil.png,MB,,,,bil,,3,51.87,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463846529_b.zip,_blank,,margin-right:10px;,Terreno,889463846529_64,0
78,889463846536,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A39a4,México,/app/biblioteca/ficha.html?upc=889463846536,2020,,1:10 000,e14a39a4,,False,889463846536,/img/ico/ico_bil.png,MB,,,,bil,,3,48.22,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463846536_b.zip,_blank,,margin-right:10px;,Terreno,889463846536_78,0
92,889463846543,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A39b1,Ciudad de México,/app/biblioteca/ficha.html?upc=889463846543,2020,,1:10 000,e14a39b1,,False,889463846543,/img/ico/ico_bil.png,MB,,,,bil,,3,20.23,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463846543_b.zip,_blank,,margin-right:10px;,Terreno,889463846543_92,0
106,889463846550,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A39b2,Ciudad de México,/app/biblioteca/ficha.html?upc=889463846550,2020,,1:10 000,e14a39b2,,False,889463846550,/img/ico/ico_bil.png,MB,,,,bil,,3,15.39,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463846550_b.zip,_blank,,margin-right:10px;,Terreno,889463846550_106,0
120,889463846567,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A39b3,Ciudad de México,/app/biblioteca/ficha.html?upc=889463846567,2020,,1:10 000,e14a39b3,,False,889463846567,/img/ico/ico_bil.png,MB,,,,bil,,3,33.26,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463846567_b.zip,_blank,,margin-right:10px;,Terreno,889463846567_120,0
134,889463846574,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A39b4,Ciudad de México,/app/biblioteca/ficha.html?upc=889463846574,2020,,1:10 000,e14a39b4,,False,889463846574,/img/ico/ico_bil.png,MB,,,,bil,,3,11.71,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463846574_b.zip,_blank,,margin-right:10px;,Terreno,889463846574_134,0
148,889463846581,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A39c1,Ciudad de México,/app/biblioteca/ficha.html?upc=889463846581,2020,,1:10 000,e14a39c1,,False,889463846581,/img/ico/ico_bil.png,MB,,,,bil,,3,22.26,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463846581_b.zip,_blank,,margin-right:10px;,Terreno,889463846581_148,0
162,889463846598,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A39c2,México,/app/biblioteca/ficha.html?upc=889463846598,2020,,1:10 000,e14a39c2,,False,889463846598,/img/ico/ico_bil.png,MB,,,,bil,,3,24.45,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463846598_b.zip,_blank,,margin-right:10px;,Terreno,889463846598_162,0
176,889463846604,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A39c3,Ciudad de México,/app/biblioteca/ficha.html?upc=889463846604,2020,,1:10 000,e14a39c3,,False,889463846604,/img/ico/ico_bil.png,MB,,,,bil,,3,18.3,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463846604_b.zip,_blank,,margin-right:10px;,Terreno,889463846604_176,0
190,889463846611,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A39c4,México,/app/biblioteca/ficha.html?upc=889463846611,2020,,1:10 000,e14a39c4,,False,889463846611,/img/ico/ico_bil.png,MB,,,,bil,,3,17.73,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463846611_b.zip,_blank,,margin-right:10px;,Terreno,889463846611_190,0
260,889463846628,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A39e1,Ciudad de México,/app/biblioteca/ficha.html?upc=889463846628,2020,,1:10 000,e14a39e1,,False,889463846628,/img/ico/ico_bil.png,MB,,,,bil,,3,38.85,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463846628_b.zip,_blank,,margin-right:10px;,Terreno,889463846628_260,0
274,889463846635,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A39e2,Ciudad de México,/app/biblioteca/ficha.html?upc=889463846635,2020,,1:10 000,e14a39e2,,False,889463846635,/img/ico/ico_bil.png,MB,,,,bil,,3,22.12,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463846635_b.zip,_blank,,margin-right:10px;,Terreno,889463846635_274,0
288,889463846642,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A39e3,Ciudad de México,/app/biblioteca/ficha.html?upc=889463846642,2020,,1:10 000,e14a39e3,,False,889463846642,/img/ico/ico_bil.png,MB,,,,bil,,3,47.21,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463846642_b.zip,_blank,,margin-right:10px;,Terreno,889463846642_288,0
302,889463846659,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A39e4,Ciudad de México,/app/biblioteca/ficha.html?upc=889463846659,2020,,1:10 000,e14a39e4,,False,889463846659,/img/ico/ico_bil.png,MB,,,,bil,,3,32.87,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463846659_b.zip,_blank,,margin-right:10px;,Terreno,889463846659_302,0
316,889463846666,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A39f1,Ciudad de México,/app/biblioteca/ficha.html?upc=889463846666,2020,,1:10 000,e14a39f1,,False,889463846666,/img/ico/ico_bil.png,MB,,,,bil,,3,29.49,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463846666_b.zip,_blank,,margin-right:10px;,Terreno,889463846666_316,0
330,889463846673,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A39f2,Ciudad de México,/app/biblioteca/ficha.html?upc=889463846673,2020,,1:10 000,e14a39f2,,False,889463846673,/img/ico/ico_bil.png,MB,,,,bil,,3,35.61,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463846673_b.zip,_blank,,margin-right:10px;,Terreno,889463846673_330,0
344,889463846680,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A39f3,Ciudad de México,/app/biblioteca/ficha.html?upc=889463846680,2020,,1:10 000,e14a39f3,,False,889463846680,/img/ico/ico_bil.png,MB,,,,bil,,3,28.65,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463846680_b.zip,_blank,,margin-right:10px;,Terreno,889463846680_344,0
358,889463846697,Modelo digital de elevación de tipo terreno con resolución de 1.5 metros generado a partir de datos de altimetría del relieve. E14A39f4,Ciudad de México,/app/biblioteca/ficha.html?upc=889463846697,2020,,1:10 000,e14a39f4,,False,889463846697,/img/ico/ico_bil.png,MB,,,,bil,,3,32.38,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/1_5m/terreno/889463846697_b.zip,_blank,,margin-right:10px;,Terreno,889463846697_358,0
373,889463793496,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A48c2,"Ciudad de México, México",/app/biblioteca/ficha.html?upc=889463793496,2018,,1:10 000,e14a48c2,ITRF08 época 2010.0.,False,889463793496,/img/ico/ico_bil.png,MB,,,,bil,,3,6.04,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793496_b.zip,_blank,,margin-right:10px;,Terreno,889463793496_373,0
383,889463793519,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49a1,"Ciudad de México, México",/app/biblioteca/ficha.html?upc=889463793519,2018,,1:10 000,e14a49a1,ITRF08 época 2010.0.,False,889463793519,/img/ico/ico_bil.png,MB,,,,bil,,3,5.82,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793519_b.zip,_blank,,margin-right:10px;,Terreno,889463793519_383,0
393,889463793526,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49a2,Ciudad de México,/app/biblioteca/ficha.html?upc=889463793526,2018,,1:10 000,e14a49a2,ITRF08 época 2010.0.,False,889463793526,/img/ico/ico_bil.png,MB,,,,bil,,3,5.81,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793526_b.zip,_blank,,margin-right:10px;,Terreno,889463793526_393,0
403,889463793533,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49a3,"Ciudad de México, México, Morelos",/app/biblioteca/ficha.html?upc=889463793533,2018,,1:10 000,e14a49a3,ITRF08 época 2010.0.,False,889463793533,/img/ico/ico_bil.png,MB,,,,bil,,3,5.84,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793533_b.zip,_blank,,margin-right:10px;,Terreno,889463793533_403,0
413,889463793540,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49a4,"Ciudad de México, Morelos",/app/biblioteca/ficha.html?upc=889463793540,2018,,1:10 000,e14a49a4,ITRF08 época 2010.0.,False,889463793540,/img/ico/ico_bil.png,MB,,,,bil,,3,5.47,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793540_b.zip,_blank,,margin-right:10px;,Terreno,889463793540_413,0
571,889463085973,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14B31D1,México,/app/biblioteca/ficha.html?upc=889463085973,2010,,1:10 000,e14b31d1,ITRF08,False,889463085973,/img/ico/ico_bil.png,MB,,,,bil,,3,4.69,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463085973_b.zip,_blank,,,Terreno,889463085973_571,0
581,889463085997,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14B31D3,México,/app/biblioteca/ficha.html?upc=889463085997,2010,,1:10 000,e14b31d3,ITRF08,False,889463085997,/img/ico/ico_bil.png,MB,,,,bil,,3,3.47,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463085997_b.zip,_blank,,,Terreno,889463085997_581,0
591,889463086291,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14B41A1,México,/app/biblioteca/ficha.html?upc=889463086291,2010,,1:10 000,e14b41a1,ITRF08,False,889463086291,/img/ico/ico_bil.png,MB,,,,bil,,3,4.26,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463086291_b.zip,_blank,,,Terreno,889463086291_591,0
601,889463086307,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14B41A2,México,/app/biblioteca/ficha.html?upc=889463086307,2010,,1:10 000,e14b41a2,ITRF08,False,889463086307,/img/ico/ico_bil.png,MB,,,,bil,,3,4.03,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463086307_b.zip,_blank,,,Terreno,889463086307_601,0
611,889463086314,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14B41A3,México,/app/biblioteca/ficha.html?upc=889463086314,2010,,1:10 000,e14b41a3,ITRF08,False,889463086314,/img/ico/ico_bil.png,MB,,,,bil,,3,5.41,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463086314_b.zip,_blank,,,Terreno,889463086314_611,0
621,889463086413,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14B41D1,México,/app/biblioteca/ficha.html?upc=889463086413,2010,,1:10 000,e14b41d1,ITRF08,False,889463086413,/img/ico/ico_bil.png,MB,,,,bil,,3,5.76,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463086413_b.zip,_blank,,,Terreno,889463086413_621,0
0,702825770617,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. GRID. E14A29E2",México,/app/biblioteca/ficha.html?upc=702825770617,2011,,1:10 000,e14a29e2,ITRF92,False,702825770617,/img/ico/ico_grid.png,MB,,,,grid,,20,4.04,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825770617_gr.zip,_blank,,,Terreno,702825770617_0,1
4,702825770655,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. GRID. E14A29E3",México,/app/biblioteca/ficha.html?upc=702825770655,2011,,1:10 000,e14a29e3,ITRF92,False,702825770655,/img/ico/ico_grid.png,MB,,,,grid,,20,2.83,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825770655_gr.zip,_blank,,,Terreno,702825770655_4,1
8,702825770693,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. GRID. E14A29E4",México,/app/biblioteca/ficha.html?upc=702825770693,2011,,1:10 000,e14a29e4,ITRF92,False,702825770693,/img/ico/ico_grid.png,MB,,,,grid,,20,3.45,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825770693_gr.zip,_blank,,,Terreno,702825770693_8,1
12,702825770730,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. GRID. E14A29F1",México,/app/biblioteca/ficha.html?upc=702825770730,2011,,1:10 000,e14a29f1,ITRF92,False,702825770730,/img/ico/ico_grid.png,MB,,,,grid,,20,4.06,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825770730_gr.zip,_blank,,,Terreno,702825770730_12,1
16,702825770815,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. GRID. E14A29F3",México,/app/biblioteca/ficha.html?upc=702825770815,2011,,1:10 000,e14a29f3,ITRF92,False,702825770815,/img/ico/ico_grid.png,MB,,,,grid,,20,3.29,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825770815_gr.zip,_blank,,,Terreno,702825770815_16,1
532,702825773175,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. GRID. E14A49D2",Ciudad de México,/app/biblioteca/ficha.html?upc=702825773175,2011,,1:10 000,e14a49d2,ITRF92,False,702825773175,/img/ico/ico_grid.png,MB,,,,grid,,20,3.78,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825773175_gr.zip,_blank,,,Terreno,702825773175_532,1
536,702825773298,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. GRID. E14A49E1",Ciudad de México,/app/biblioteca/ficha.html?upc=702825773298,2011,,1:10 000,e14a49e1,ITRF92,False,702825773298,/img/ico/ico_grid.png,MB,,,,grid,,20,3.74,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825773298_gr.zip,_blank,,,Terreno,702825773298_536,1
540,702825773335,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. GRID. E14A49E2",Ciudad de México,/app/biblioteca/ficha.html?upc=702825773335,2011,,1:10 000,e14a49e2,ITRF92,False,702825773335,/img/ico/ico_grid.png,MB,,,,grid,,20,3.85,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825773335_gr.zip,_blank,,,Terreno,702825773335_540,1
544,702825773410,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. GRID. E14A49E4",Ciudad de México,/app/biblioteca/ficha.html?upc=702825773410,2011,,1:10 000,e14a49e4,ITRF92,False,702825773410,/img/ico/ico_grid.png,MB,,,,grid,,20,3.9,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825773410_gr.zip,_blank,,,Terreno,702825773410_544,1
