,key,titulo,entidad,url,edicion,af,escala,clave_carta,datum,iin,upc,imagen,siglas,absoluto,dominio,folder,extension,datos_abiertos,clave,peso,origen,web,control,url.valor,url.target,url.estilo,adicional.estilo,tipo,id,formato_orden
155,889463839729,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39c1,"Ciudad de México, México",/app/biblioteca/ficha.html?upc=889463839729,2018,,1:10 000,e14a39c1,ITRF08 época 2010.0,False,889463839729,/img/ico/ico_grid.png,MB,,,,grid,,20,2.11,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839729_gr.zip,_blank,,,Terreno,889463839729_155,0
169,889463839736,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39c2,"Ciudad de México, México",/app/biblioteca/ficha.html?upc=889463839736,2018,,1:10 000,e14a39c2,ITRF08 época 2010.0,False,889463839736,/img/ico/ico_grid.png,MB,,,,grid,,20,2.09,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839736_gr.zip,_blank,,,Terreno,889463839736_169,0
183,889463839743,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39c3,"Ciudad de México, México",/app/biblioteca/ficha.html?upc=889463839743,2018,,1:10 000,e14a39c3,ITRF08 época 2010.0,False,889463839743,/img/ico/ico_grid.png,MB,,,,grid,,20,1.86,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839743_gr.zip,_blank,,,Terreno,889463839743_183,0
197,889463839750,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39c4,"Ciudad de México, México",/app/biblioteca/ficha.html?upc=889463839750,2018,,1:10 000,e14a39c4,ITRF08 época 2010.0,False,889463839750,/img/ico/ico_grid.png,MB,,,,grid,,20,1.79,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839750_gr.zip,_blank,,,Terreno,889463839750_197,0
375,889463793496,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A48c2,"Ciudad de México, México",/app/biblioteca/ficha.html?upc=889463793496,2018,,1:10 000,e14a48c2,ITRF08 época 2010.0.,False,889463793496,/img/ico/ico_grid.png,MB,,,,grid,,20,4.42,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793496_gr.zip,_blank,,margin-right:10px;,Terreno,889463793496_375,0
385,889463793519,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49a1,"Ciudad de México, México",/app/biblioteca/ficha.html?upc=889463793519,2018,,1:10 000,e14a49a1,ITRF08 época 2010.0.,False,889463793519,/img/ico/ico_grid.png,MB,,,,grid,,20,4.31,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793519_gr.zip,_blank,,margin-right:10px;,Terreno,889463793519_385,0
395,889463793526,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49a2,Ciudad de México,/app/biblioteca/ficha.html?upc=889463793526,2018,,1:10 000,e14a49a2,ITRF08 época 2010.0.,False,889463793526,/img/ico/ico_grid.png,MB,,,,grid,,20,4.27,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793526_gr.zip,_blank,,margin-right:10px;,Terreno,889463793526_395,0
405,889463793533,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49a3,"Ciudad de México, México, Morelos",/app/biblioteca/ficha.html?upc=889463793533,2018,,1:10 000,e14a49a3,ITRF08 época 2010.0.,False,889463793533,/img/ico/ico_grid.png,MB,,,,grid,,20,4.28,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793533_gr.zip,_blank,,margin-right:10px;,Terreno,889463793533_405,0
415,889463793540,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49a4,"Ciudad de México, Morelos",/app/biblioteca/ficha.html?upc=889463793540,2018,,1:10 000,e14a49a4,ITRF08 época 2010.0.,False,889463793540,/img/ico/ico_grid.png,MB,,,,grid,,20,4.06,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793540_gr.zip,_blank,,margin-right:10px;,Terreno,889463793540_415,0
429,889463793557,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49b1,Ciudad de México,/app/biblioteca/ficha.html?upc=889463793557,2018,,1:10 000,e14a49b1,ITRF08 época 2010.0.,False,889463793557,/img/ico/ico_grid.png,MB,,,,grid,,20,4.17,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793557_gr.zip,_blank,,margin-right:10px;,Terreno,889463793557_429,0
443,889463793564,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49b2,Ciudad de México,/app/biblioteca/ficha.html?upc=889463793564,2018,,1:10 000,e14a49b2,ITRF08 época 2010.0.,False,889463793564,/img/ico/ico_grid.png,MB,,,,grid,,20,4.09,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793564_gr.zip,_blank,,margin-right:10px;,Terreno,889463793564_443,0
457,889463793571,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49b3,Ciudad de México,/app/biblioteca/ficha.html?upc=889463793571,2018,,1:10 000,e14a49b3,ITRF08 época 2010.0.,False,889463793571,/img/ico/ico_grid.png,MB,,,,grid,,20,4.21,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793571_gr.zip,_blank,,margin-right:10px;,Terreno,889463793571_457,0
471,889463793588,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49b4,Ciudad de México,/app/biblioteca/ficha.html?upc=889463793588,2018,,1:10 000,e14a49b4,ITRF08 época 2010.0.,False,889463793588,/img/ico/ico_grid.png,MB,,,,grid,,20,4.09,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793588_gr.zip,_blank,,margin-right:10px;,Terreno,889463793588_471,0
485,889463793595,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49c1,Ciudad de México,/app/biblioteca/ficha.html?upc=889463793595,2018,,1:10 000,e14a49c1,ITRF08 época 2010.0.,False,889463793595,/img/ico/ico_grid.png,MB,,,,grid,,20,3.9,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793595_gr.zip,_blank,,margin-right:10px;,Terreno,889463793595_485,0
499,889463793601,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49c2,Ciudad de México,/app/biblioteca/ficha.html?upc=889463793601,2018,,1:10 000,e14a49c2,ITRF08 época 2010.0.,False,889463793601,/img/ico/ico_grid.png,MB,,,,grid,,20,4.1,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793601_gr.zip,_blank,,margin-right:10px;,Terreno,889463793601_499,0
513,889463793618,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49c3,Ciudad de México,/app/biblioteca/ficha.html?upc=889463793618,2018,,1:10 000,e14a49c3,ITRF08 época 2010.0.,False,889463793618,/img/ico/ico_grid.png,MB,,,,grid,,20,4.16,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793618_gr.zip,_blank,,margin-right:10px;,Terreno,889463793618_513,0
527,889463793625,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49c4,Ciudad de México,/app/biblioteca/ficha.html?upc=889463793625,2018,,1:10 000,e14a49c4,ITRF08 época 2010.0.,False,889463793625,/img/ico/ico_grid.png,MB,,,,grid,,20,4.02,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793625_gr.zip,_blank,,margin-right:10px;,Terreno,889463793625_527,0
267,889463839767,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39e1,Ciudad de México,/app/biblioteca/ficha.html?upc=889463839767,2017,,1:10 000,e14a39e1,ITRF08 época 2010.0,False,889463839767,/img/ico/ico_grid.png,MB,,,,grid,,20,3.59,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839767_gr.zip,_blank,,,Terreno,889463839767_267,0
281,889463839774,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39e2,Ciudad de México,/app/biblioteca/ficha.html?upc=889463839774,2017,,1:10 000,e14a39e2,ITRF08 época 2010.0,False,889463839774,/img/ico/ico_grid.png,MB,,,,grid,,20,2.46,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839774_gr.zip,_blank,,,Terreno,889463839774_281,0
295,889463839781,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39e3,Ciudad de México,/app/biblioteca/ficha.html?upc=889463839781,2017,,1:10 000,e14a39e3,ITRF08 época 2010.0,False,889463839781,/img/ico/ico_grid.png,MB,,,,grid,,20,3.95,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839781_gr.zip,_blank,,,Terreno,889463839781_295,0
309,889463839798,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39e4,Ciudad de México,/app/biblioteca/ficha.html?upc=889463839798,2017,,1:10 000,e14a39e4,ITRF08 época 2010.0,False,889463839798,/img/ico/ico_grid.png,MB,,,,grid,,20,3.14,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839798_gr.zip,_blank,,,Terreno,889463839798_309,0
323,889463839804,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39f1,Ciudad de México,/app/biblioteca/ficha.html?upc=889463839804,2017,,1:10 000,e14a39f1,ITRF08 época 2010.0,False,889463839804,/img/ico/ico_grid.png,MB,,,,grid,,20,2.68,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839804_gr.zip,_blank,,,Terreno,889463839804_323,0
337,889463839811,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39f2,"Ciudad de México, México",/app/biblioteca/ficha.html?upc=889463839811,2017,,1:10 000,e14a39f2,ITRF08 época 2010.0,False,889463839811,/img/ico/ico_grid.png,MB,,,,grid,,20,3.05,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839811_gr.zip,_blank,,,Terreno,889463839811_337,0
351,889463839828,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39f3,Ciudad de México,/app/biblioteca/ficha.html?upc=889463839828,2017,,1:10 000,e14a39f3,ITRF08 época 2010.0,False,889463839828,/img/ico/ico_grid.png,MB,,,,grid,,20,2.42,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839828_gr.zip,_blank,,,Terreno,889463839828_351,0
365,889463839835,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39f4,Ciudad de México,/app/biblioteca/ficha.html?upc=889463839835,2017,,1:10 000,e14a39f4,ITRF08 época 2010.0,False,889463839835,/img/ico/ico_grid.png,MB,,,,grid,,20,2.69,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839835_gr.zip,_blank,,,Terreno,889463839835_365,0
587,702825778651,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. Terreno. GRID. E14B41A1,México,/app/biblioteca/ficha.html?upc=702825778651,2012,,1:10 000,e14b41a1,ITRF92,False,702825778651,/img/ico/ico_grid.png,MB,,,,grid,,20,3.03,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825778651_gr.zip,_blank,,,Terreno,702825778651_587,0
597,702825778699,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. Terreno. GRID. E14B41A2,México,/app/biblioteca/ficha.html?upc=702825778699,2012,,1:10 000,e14b41a2,ITRF92,False,702825778699,/img/ico/ico_grid.png,MB,,,,grid,,20,2.85,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825778699_gr.zip,_blank,,,Terreno,702825778699_597,0
607,702825778736,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. Terreno. GRID. E14B41A3,México,/app/biblioteca/ficha.html?upc=702825778736,2012,,1:10 000,e14b41a3,ITRF92,False,702825778736,/img/ico/ico_grid.png,MB,,,,grid,,20,3.91,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825778736_gr.zip,_blank,,,Terreno,702825778736_607,0
617,702825779054,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. Terreno. GRID. E14B41D1,México,/app/biblioteca/ficha.html?upc=702825779054,2012,,1:10 000,e14b41d1,ITRF92,False,702825779054,/img/ico/ico_grid.png,MB,,,,grid,,20,3.99,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825779054_gr.zip,_blank,,,Terreno,702825779054_617,0
0,702825770617,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. GRID. E14A29E2",México,/app/biblioteca/ficha.html?upc=702825770617,2011,,1:10 000,e14a29e2,ITRF92,False,702825770617,/img/ico/ico_grid.png,MB,,,,grid,,20,4.04,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825770617_gr.zip,_blank,,,Terreno,702825770617_0,0
4,702825770655,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. GRID. E14A29E3",México,/app/biblioteca/ficha.html?upc=702825770655,2011,,1:10 000,e14a29e3,ITRF92,False,702825770655,/img/ico/ico_grid.png,MB,,,,grid,,20,2.83,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825770655_gr.zip,_blank,,,Terreno,702825770655_4,0
8,702825770693,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. GRID. E14A29E4",México,/app/biblioteca/ficha.html?upc=702825770693,2011,,1:10 000,e14a29e4,ITRF92,False,702825770693,/img/ico/ico_grid.png,MB,,,,grid,,20,3.45,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825770693_gr.zip,_blank,,,Terreno,702825770693_8,0
12,702825770730,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. GRID. E14A29F1",México,/app/biblioteca/ficha.html?upc=702825770730,2011,,1:10 000,e14a29f1,ITRF92,False,702825770730,/img/ico/ico_grid.png,MB,,,,grid,,20,4.06,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825770730_gr.zip,_blank,,,Terreno,702825770730_12,0
16,702825770815,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. GRID. E14A29F3",México,/app/biblioteca/ficha.html?upc=702825770815,2011,,1:10 000,e14a29f3,ITRF92,False,702825770815,/img/ico/ico_grid.png,MB,,,,grid,,20,3.29,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825770815_gr.zip,_blank,,,Terreno,702825770815_16,0
532,702825773175,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. GRID. E14A49D2",Ciudad de México,/app/biblioteca/ficha.html?upc=702825773175,2011,,1:10 000,e14a49d2,ITRF92,False,702825773175,/img/ico/ico_grid.png,MB,,,,grid,,20,3.78,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825773175_gr.zip,_blank,,,Terreno,702825773175_532,0
536,702825773298,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. GRID. E14A49E1",Ciudad de México,/app/biblioteca/ficha.html?upc=702825773298,2011,,1:10 000,e14a49e1,ITRF92,False,702825773298,/img/ico/ico_grid.png,MB,,,,grid,,20,3.74,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825773298_gr.zip,_blank,,,Terreno,702825773298_536,0
540,702825773335,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. GRID. E14A49E2",Ciudad de México,/app/biblioteca/ficha.html?upc=702825773335,2011,,1:10 000,e14a49e2,ITRF92,False,702825773335,/img/ico/ico_grid.png,MB,,,,grid,,20,3.85,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825773335_gr.zip,_blank,,,Terreno,702825773335_540,0
544,702825773410,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. GRID. E14A49E4",Ciudad de México,/app/biblioteca/ficha.html?upc=702825773410,2011,,1:10 000,e14a49e4,ITRF92,False,702825773410,/img/ico/ico_grid.png,MB,,,,grid,,20,3.9,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_GRID/702825773410_gr.zip,_blank,,,Terreno,702825773410_544,0
