,key,titulo,entidad,url,edicion,af,escala,clave_carta,datum,iin,upc,imagen,siglas,absoluto,dominio,folder,extension,datos_abiertos,clave,peso,origen,web,control,url.valor,url.target,url.estilo,adicional.estilo,tipo,id,formato_orden
112,889463839699,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39b2,Ciudad de México,/app/biblioteca/ficha.html?upc=889463839699,2018,,1:10 000,e14a39b2,ITRF08 época 2010.0,False,889463839699,/img/ico/ico_ascii.png,MB,,,,ascii,,19,7.6,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839699_as.zip,_blank,,,Terreno,889463839699_112,0
126,889463839705,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39b3,Ciudad de México,/app/biblioteca/ficha.html?upc=889463839705,2018,,1:10 000,e14a39b3,ITRF08 época 2010.0,False,889463839705,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.19,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839705_as.zip,_blank,,,Terreno,889463839705_126,0
140,889463839712,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39b4,Ciudad de México,/app/biblioteca/ficha.html?upc=889463839712,2018,,1:10 000,e14a39b4,ITRF08 época 2010.0,False,889463839712,/img/ico/ico_ascii.png,MB,,,,ascii,,19,7.52,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839712_as.zip,_blank,,,Terreno,889463839712_140,0
154,889463839729,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39c1,"Ciudad de México, México",/app/biblioteca/ficha.html?upc=889463839729,2018,,1:10 000,e14a39c1,ITRF08 época 2010.0,False,889463839729,/img/ico/ico_ascii.png,MB,,,,ascii,,19,7.14,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839729_as.zip,_blank,,,Terreno,889463839729_154,0
168,889463839736,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39c2,"Ciudad de México, México",/app/biblioteca/ficha.html?upc=889463839736,2018,,1:10 000,e14a39c2,ITRF08 época 2010.0,False,889463839736,/img/ico/ico_ascii.png,MB,,,,ascii,,19,7.01,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839736_as.zip,_blank,,,Terreno,889463839736_168,0
182,889463839743,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39c3,"Ciudad de México, México",/app/biblioteca/ficha.html?upc=889463839743,2018,,1:10 000,e14a39c3,ITRF08 época 2010.0,False,889463839743,/img/ico/ico_ascii.png,MB,,,,ascii,,19,6.9,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839743_as.zip,_blank,,,Terreno,889463839743_182,0
196,889463839750,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39c4,"Ciudad de México, México",/app/biblioteca/ficha.html?upc=889463839750,2018,,1:10 000,e14a39c4,ITRF08 época 2010.0,False,889463839750,/img/ico/ico_ascii.png,MB,,,,ascii,,19,6.84,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839750_as.zip,_blank,,,Terreno,889463839750_196,0
374,889463793496,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A48c2,"Ciudad de México, México",/app/biblioteca/ficha.html?upc=889463793496,2018,,1:10 000,e14a48c2,ITRF08 época 2010.0.,False,889463793496,/img/ico/ico_ascii.png,MB,,,,ascii,,19,10.25,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793496_as.zip,_blank,,margin-right:10px;,Terreno,889463793496_374,0
384,889463793519,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49a1,"Ciudad de México, México",/app/biblioteca/ficha.html?upc=889463793519,2018,,1:10 000,e14a49a1,ITRF08 época 2010.0.,False,889463793519,/img/ico/ico_ascii.png,MB,,,,ascii,,19,10.11,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793519_as.zip,_blank,,margin-right:10px;,Terreno,889463793519_384,0
394,889463793526,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49a2,Ciudad de México,/app/biblioteca/ficha.html?upc=889463793526,2018,,1:10 000,e14a49a2,ITRF08 época 2010.0.,False,889463793526,/img/ico/ico_ascii.png,MB,,,,ascii,,19,10.09,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793526_as.zip,_blank,,margin-right:10px;,Terreno,889463793526_394,0
404,889463793533,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49a3,"Ciudad de México, México, Morelos",/app/biblioteca/ficha.html?upc=889463793533,2018,,1:10 000,e14a49a3,ITRF08 época 2010.0.,False,889463793533,/img/ico/ico_ascii.png,MB,,,,ascii,,19,10.08,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793533_as.zip,_blank,,margin-right:10px;,Terreno,889463793533_404,0
414,889463793540,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49a4,"Ciudad de México, Morelos",/app/biblioteca/ficha.html?upc=889463793540,2018,,1:10 000,e14a49a4,ITRF08 época 2010.0.,False,889463793540,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.85,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793540_as.zip,_blank,,margin-right:10px;,Terreno,889463793540_414,0
428,889463793557,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49b1,Ciudad de México,/app/biblioteca/ficha.html?upc=889463793557,2018,,1:10 000,e14a49b1,ITRF08 época 2010.0.,False,889463793557,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.91,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793557_as.zip,_blank,,margin-right:10px;,Terreno,889463793557_428,0
442,889463793564,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49b2,Ciudad de México,/app/biblioteca/ficha.html?upc=889463793564,2018,,1:10 000,e14a49b2,ITRF08 época 2010.0.,False,889463793564,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.85,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793564_as.zip,_blank,,margin-right:10px;,Terreno,889463793564_442,0
456,889463793571,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49b3,Ciudad de México,/app/biblioteca/ficha.html?upc=889463793571,2018,,1:10 000,e14a49b3,ITRF08 época 2010.0.,False,889463793571,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.95,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793571_as.zip,_blank,,margin-right:10px;,Terreno,889463793571_456,0
470,889463793588,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49b4,Ciudad de México,/app/biblioteca/ficha.html?upc=889463793588,2018,,1:10 000,e14a49b4,ITRF08 época 2010.0.,False,889463793588,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.92,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793588_as.zip,_blank,,margin-right:10px;,Terreno,889463793588_470,0
484,889463793595,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49c1,Ciudad de México,/app/biblioteca/ficha.html?upc=889463793595,2018,,1:10 000,e14a49c1,ITRF08 época 2010.0.,False,889463793595,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.62,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793595_as.zip,_blank,,margin-right:10px;,Terreno,889463793595_484,0
498,889463793601,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49c2,Ciudad de México,/app/biblioteca/ficha.html?upc=889463793601,2018,,1:10 000,e14a49c2,ITRF08 época 2010.0.,False,889463793601,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.88,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793601_as.zip,_blank,,margin-right:10px;,Terreno,889463793601_498,0
512,889463793618,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49c3,Ciudad de México,/app/biblioteca/ficha.html?upc=889463793618,2018,,1:10 000,e14a49c3,ITRF08 época 2010.0.,False,889463793618,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.89,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793618_as.zip,_blank,,margin-right:10px;,Terreno,889463793618_512,0
526,889463793625,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A49c4,Ciudad de México,/app/biblioteca/ficha.html?upc=889463793625,2018,,1:10 000,e14a49c4,ITRF08 época 2010.0.,False,889463793625,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.79,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463793625_as.zip,_blank,,margin-right:10px;,Terreno,889463793625_526,0
266,889463839767,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39e1,Ciudad de México,/app/biblioteca/ficha.html?upc=889463839767,2017,,1:10 000,e14a39e1,ITRF08 época 2010.0,False,889463839767,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.37,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839767_as.zip,_blank,,,Terreno,889463839767_266,0
280,889463839774,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39e2,Ciudad de México,/app/biblioteca/ficha.html?upc=889463839774,2017,,1:10 000,e14a39e2,ITRF08 época 2010.0,False,889463839774,/img/ico/ico_ascii.png,MB,,,,ascii,,19,8.18,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839774_as.zip,_blank,,,Terreno,889463839774_280,0
294,889463839781,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39e3,Ciudad de México,/app/biblioteca/ficha.html?upc=889463839781,2017,,1:10 000,e14a39e3,ITRF08 época 2010.0,False,889463839781,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.54,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839781_as.zip,_blank,,,Terreno,889463839781_294,0
308,889463839798,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39e4,Ciudad de México,/app/biblioteca/ficha.html?upc=889463839798,2017,,1:10 000,e14a39e4,ITRF08 época 2010.0,False,889463839798,/img/ico/ico_ascii.png,MB,,,,ascii,,19,8.91,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839798_as.zip,_blank,,,Terreno,889463839798_308,0
322,889463839804,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39f1,Ciudad de México,/app/biblioteca/ficha.html?upc=889463839804,2017,,1:10 000,e14a39f1,ITRF08 época 2010.0,False,889463839804,/img/ico/ico_ascii.png,MB,,,,ascii,,19,8.02,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839804_as.zip,_blank,,,Terreno,889463839804_322,0
336,889463839811,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39f2,"Ciudad de México, México",/app/biblioteca/ficha.html?upc=889463839811,2017,,1:10 000,e14a39f2,ITRF08 época 2010.0,False,889463839811,/img/ico/ico_ascii.png,MB,,,,ascii,,19,8.42,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839811_as.zip,_blank,,,Terreno,889463839811_336,0
350,889463839828,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39f3,Ciudad de México,/app/biblioteca/ficha.html?upc=889463839828,2017,,1:10 000,e14a39f3,ITRF08 época 2010.0,False,889463839828,/img/ico/ico_ascii.png,MB,,,,ascii,,19,7.5,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839828_as.zip,_blank,,,Terreno,889463839828_350,0
364,889463839835,Modelo digital de elevación tipo terreno con 5m de resolución derivado de datos de sensores remotos satelitales y aerotransportados. E14A39f4,Ciudad de México,/app/biblioteca/ficha.html?upc=889463839835,2017,,1:10 000,e14a39f4,ITRF08 época 2010.0,False,889463839835,/img/ico/ico_ascii.png,MB,,,,ascii,,19,7.83,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/889463839835_as.zip,_blank,,,Terreno,889463839835_364,0
2,702825770600,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. ASCII. E14A29E2",México,/app/biblioteca/ficha.html?upc=702825770600,2011,,1:10 000,e14a29e2,ITRF92,False,702825770600,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.79,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/702825770600_as.zip,_blank,,,Terreno,702825770600_2,0
6,702825770648,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. ASCII. E14A29E3",México,/app/biblioteca/ficha.html?upc=702825770648,2011,,1:10 000,e14a29e3,ITRF92,False,702825770648,/img/ico/ico_ascii.png,MB,,,,ascii,,19,8.51,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/702825770648_as.zip,_blank,,,Terreno,702825770648_6,0
10,702825770686,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. ASCII. E14A29E4",México,/app/biblioteca/ficha.html?upc=702825770686,2011,,1:10 000,e14a29e4,ITRF92,False,702825770686,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.16,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/702825770686_as.zip,_blank,,,Terreno,702825770686_10,0
14,702825770723,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. ASCII. E14A29F1",México,/app/biblioteca/ficha.html?upc=702825770723,2011,,1:10 000,e14a29f1,ITRF92,False,702825770723,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.77,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/702825770723_as.zip,_blank,,,Terreno,702825770723_14,0
18,702825770808,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. ASCII. E14A29F3",México,/app/biblioteca/ficha.html?upc=702825770808,2011,,1:10 000,e14a29f3,ITRF92,False,702825770808,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.0,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/702825770808_as.zip,_blank,,,Terreno,702825770808_18,0
534,702825773168,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. ASCII. E14A49D2",Ciudad de México,/app/biblioteca/ficha.html?upc=702825773168,2011,,1:10 000,e14a49d2,ITRF92,False,702825773168,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.64,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/702825773168_as.zip,_blank,,,Terreno,702825773168_534,0
538,702825773281,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. ASCII. E14A49E1",Ciudad de México,/app/biblioteca/ficha.html?upc=702825773281,2011,,1:10 000,e14a49e1,ITRF92,False,702825773281,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.54,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/702825773281_as.zip,_blank,,,Terreno,702825773281_538,0
542,702825773328,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. ASCII. E14A49E2",Ciudad de México,/app/biblioteca/ficha.html?upc=702825773328,2011,,1:10 000,e14a49e2,ITRF92,False,702825773328,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.65,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/702825773328_as.zip,_blank,,,Terreno,702825773328_542,0
546,702825773403,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. ASCII. E14A49E4",Ciudad de México,/app/biblioteca/ficha.html?upc=702825773403,2011,,1:10 000,e14a49e4,ITRF92,False,702825773403,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.56,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/702825773403_as.zip,_blank,,,Terreno,702825773403_546,0
550,702825773441,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. ASCII. E14A49F1",Ciudad de México,/app/biblioteca/ficha.html?upc=702825773441,2011,,1:10 000,e14a49f1,ITRF92,False,702825773441,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.53,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/702825773441_as.zip,_blank,,,Terreno,702825773441_550,0
554,702825773489,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. ASCII. E14A49F2",Ciudad de México,/app/biblioteca/ficha.html?upc=702825773489,2011,,1:10 000,e14a49f2,ITRF92,False,702825773489,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.64,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/702825773489_as.zip,_blank,,,Terreno,702825773489_554,0
558,702825773526,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. ASCII. E14A49F3",Ciudad de México,/app/biblioteca/ficha.html?upc=702825773526,2011,,1:10 000,e14a49f3,ITRF92,False,702825773526,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.65,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/702825773526_as.zip,_blank,,,Terreno,702825773526_558,0
562,702825773564,"Modelos Digitales de Elevación de Alta Resolución LiDAR, con resolución de 5m. Terreno. ASCII. E14A49F4",Ciudad de México,/app/biblioteca/ficha.html?upc=702825773564,2011,,1:10 000,e14a49f4,ITRF92,False,702825773564,/img/ico/ico_ascii.png,MB,,,,ascii,,19,9.72,1,False,False,/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/imagen_cartografica/1_10_000/lidar/Terreno_ASCII/702825773564_as.zip,_blank,,,Terreno,702825773564_562,0
